Rk,Player,Age,Pos,Tm ,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
842,Chris Thorburn,33,RW,WPG,64,3,1,4,-7,95,2,0,1,0,1,0,0,36,8.3,446,7,25,90,13,13,50
843,Tyler Myers,26,D,WPG,11,2,3,5,5,13,2,0,0,0,2,0,1,16,12.5,244,22,21,12,0,0,
844,Kyle Connor,20,LW,WPG,20,2,3,5,-7,4,2,0,0,1,1,2,0,24,8.3,244,12,8,1,1,1,50
845,Marko Dano,22,C,WPG,38,4,7,11,0,10,2,2,0,0,7,0,0,44,9.1,406,11,14,83,1,3,25
846,Ben Chiarot,25,D,WPG,59,2,10,12,2,33,2,0,0,0,10,0,0,49,4.1,904,15,94,78,0,0,
847,Shawn Matthias,28,LW,WPG,45,8,4,12,0,13,7,0,1,1,4,0,0,51,15.7,610,14,19,47,5,11,31.3
848,Nic Petan,21,LW,WPG,54,1,12,13,-13,12,1,0,0,0,4,8,0,57,1.8,589,11,10,12,145,170,46
849,Paul Postma,27,D,WPG,65,1,13,14,3,15,1,0,0,0,13,0,0,50,2,706,11,42,36,0,0,
850,Toby Enstrom,32,D,WPG,60,1,13,14,-7,42,0,0,1,0,7,6,0,46,2.2,1314,22,94,24,0,0,
851,Andrew Copp,22,C,WPG,64,9,8,17,8,18,8,0,1,1,8,0,0,77,11.7,790,12,28,87,95,97,49.5
852,Joel Armia,23,RW,WPG,57,10,9,19,-8,20,6,0,4,1,7,2,0,111,9,863,15,30,68,3,4,42.9
853,Josh Morrissey,21,D,WPG,82,6,14,20,6,38,5,1,0,3,14,0,0,99,6.1,1598,19,139,145,0,0,
854,Adam Lowry,23,C,WPG,82,15,14,29,1,52,10,5,0,1,9,4,1,122,12.3,1316,16,56,217,658,637,50.8
855,Jacob Trouba,22,D,WPG,60,8,25,33,4,54,6,2,0,1,22,2,1,154,5.2,1498,25,118,107,0,0,
856,Mathieu Perreault,29,C,WPG,65,13,32,45,-11,30,10,3,0,3,20,12,0,134,9.7,1059,16,26,97,97,92,51.3
857,Bryan Little,29,C,WPG,59,21,26,47,-7,18,15,6,0,3,20,6,0,119,17.6,1036,18,23,35,610,487,55.6
858,Dustin Byfuglien,31,D,WPG,80,13,39,52,10,117,12,1,0,1,24,13,2,241,5.4,2196,27,124,183,0,0,
859,Nikolaj Ehlers,20,LW,WPG,82,25,39,64,1,38,20,5,0,4,32,7,0,204,12.3,1434,17,28,43,0,4,0
860,Patrik Laine,18,RW,WPG,73,36,28,64,7,26,27,9,0,5,23,5,0,204,17.6,1308,18,33,80,0,3,0
861,Blake Wheeler,30,RW,WPG,82,26,48,74,6,47,19,5,2,4,31,16,1,259,10,1652,20,51,100,43,51,45.7
862,Mark Scheifele,23,C,WPG,79,32,50,82,18,38,25,7,0,5,40,8,2,160,20,1624,21,34,49,635,826,43.5
863,Chandler Stephenson,22,C,WSH,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,36,9,0,0,12,13,48
864,Liam O'Brien,22,LW,WSH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,6,0,1,0,0,
865,Aaron Ness,26,D,WSH,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,26,13,2,2,0,0,
866,Garrett Mitchell,25,RW,WSH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,9,0,2,0,1,0
867,Paul Carey,28,C,WSH,6,0,0,0,-2,0,0,0,0,0,0,0,0,8,0,63,11,1,5,0,0,
868,Riley Barber,22,RW,WSH,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,9,0,1,0,0,
869,Taylor Chorney,29,D,WSH,18,1,4,5,8,11,1,0,0,1,4,0,0,19,5.3,257,14,29,27,0,0,
870,Jakub Vrana,20,LW,WSH,21,3,3,6,2,2,0,3,0,2,2,1,0,32,9.4,233,11,7,6,0,3,0
871,Karl Alzner,28,D,WSH,82,3,10,13,23,28,3,0,0,0,10,0,0,81,3.7,1623,20,162,105,0,0,
872,Brooks Orpik,36,D,WSH,79,0,14,14,32,48,0,0,0,0,14,0,0,93,0,1405,18,132,181,0,0,
873,Nate Schmidt,25,D,WSH,60,3,14,17,22,16,3,0,0,0,13,0,1,60,5,929,15,37,51,0,0,
874,Tom Wilson,22,RW,WSH,82,7,12,19,9,133,7,0,0,0,12,0,0,95,7.4,1060,13,44,239,3,7,30
875,Brett Connolly,24,RW,WSH,66,15,8,23,20,40,14,1,0,3,8,0,0,81,18.5,706,11,12,89,4,10,28.6
876,Daniel Winnik,31,LW,WSH,72,12,13,25,15,49,10,0,2,3,13,0,0,82,14.6,930,13,34,25,9,12,42.9
877,Lars Eller,27,C,WSH,81,12,13,25,15,36,11,0,1,2,12,1,0,115,10.4,1126,14,30,71,416,467,47.1
878,Jay Beagle,31,RW,WSH,81,13,17,30,20,22,12,0,1,4,15,0,2,100,13,1104,14,44,55,624,483,56.4
879,Dmitry Orlov,25,D,WSH,82,6,27,33,30,51,5,1,0,0,22,5,0,125,4.8,1602,20,94,122,0,0,
880,Andre Burakovsky,21,LW,WSH,64,12,23,35,13,14,10,2,0,1,20,3,0,111,10.8,849,13,25,31,2,5,28.6
881,John Carlson,27,D,WSH,72,9,28,37,7,10,6,3,0,3,14,13,1,180,5,1635,23,127,58,0,0,
882,Matt Niskanen,30,D,WSH,78,5,34,39,20,32,4,1,0,2,25,8,1,154,3.2,1730,22,93,147,0,0,
883,Justin Williams,35,RW,WSH,80,24,24,48,14,50,19,5,0,4,19,5,0,167,14.4,1238,15,41,28,64,53,54.7
884,T.J. Oshie,30,RW,WSH,68,33,23,56,28,36,25,7,1,4,15,6,2,143,23.1,1214,18,50,95,87,93,48.3
885,Marcus Johansson,26,LW,WSH,82,24,34,58,25,10,19,5,0,5,20,14,0,129,18.6,1394,17,22,32,13,15,46.4
886,Evgeny Kuznetsov,24,C,WSH,82,19,40,59,18,46,16,3,0,4,29,11,0,170,11.2,1390,17,18,57,456,581,44
887,Alex Ovechkin,31,LW,WSH,82,33,36,69,6,50,16,17,0,7,27,9,0,313,10.5,1506,18,29,216,0,1,0
888,Nicklas Backstrom,29,C,WSH,82,23,63,86,17,38,15,8,0,5,36,27,0,162,14.2,1497,18,33,45,685,648,51.4
